Stimuli_list,Participant_id,Target_word,Short Utterance,Noise,SNR,Response,Synonym_pair_id
17,5bed46d14e4e6a00010df5c0,immediately,i think would have insisted somebody else move in almost immediately so,babble,0,i think ... have insisted ... move in most immediately so,97
4,5c327a791a99ff0001559cfc,immediately,i think would have insisted somebody else move in almost immediately so,babble,0,"i think i would assist, moving, immediately so.",97
20,5c8d4db8c6eef00001bd2510,immediately,i think would have insisted somebody else move in almost immediately so,babble,0,i think would...have insisted they move in immediately so,97
6,5ec821a7e4cab611190a4dcc,immediately,i think would have insisted somebody else move in almost immediately so,babble,0,i think would have immediately so,97
23,5ecc3824e27c211010ca1cfa,immediately,i think would have insisted somebody else move in almost immediately so,babble,0,i think    move in almost immediately though,97
47,5938102fcd539c000157c468,straightaway,i think would have insisted somebody else move in almost straightaway so,babble,0,i think would insist that someone move in straightaway also,97
41,5d03d07ff00f5100014d1204,straightaway,i think would have insisted somebody else move in almost straightaway so,babble,0,i think would have insisted someone else move in straightaway so,97
38,5d25cdc6586c2100012b3e07,straightaway,i think would have insisted somebody else move in almost straightaway so,babble,0,i think would have instead to move in straightaway so,97
44,5d530ab1d103e90001c68e6a,straightaway,i think would have insisted somebody else move in almost straightaway so,babble,0,i think would have insisted someone move in straightaway also,97
28,5ebc3b504d0cc505d779b1ef,straightaway,i think would have insisted somebody else move in almost straightaway so,babble,0,i would have thought wood would have made someone else move in straightaway so,97
30,5f0ebf797b54480920ff90a8,straightaway,i think would have insisted somebody else move in almost straightaway so,babble,0,i think word had insisted almost straightaway,97
17,5bed46d14e4e6a00010df5c0,exception,he might make an exception that weekend if you are up,babble,0,he might make an exception that weekend if you were up,98
4,5c327a791a99ff0001559cfc,exception,he might make an exception that weekend if you are up,babble,0,he might make an exception that weekend if you were up,98
20,5c8d4db8c6eef00001bd2510,exception,he might make an exception that weekend if you are up,babble,0,he might make an exception that weekend if you are ...,98
6,5ec821a7e4cab611190a4dcc,exception,he might make an exception that weekend if you are up,babble,0,he might make an exception that weekend if youre up,98
23,5ecc3824e27c211010ca1cfa,exception,he might make an exception that weekend if you are up,babble,0,he might make an exception that weekend if your up,98
14,5b7d4bd487d85f0001ba8b6e,exception,he might make an exception that weekend if you are up,babble,0,he might make an acceptation that weekend if you are up,98
47,5938102fcd539c000157c468,exclusion,he might make an exclusion that weekend if you are up,babble,0,he might make an exclusion that weekend if you are up,98
41,5d03d07ff00f5100014d1204,exclusion,he might make an exclusion that weekend if you are up,babble,0,he might make an exclusion that weekend if your up,98
38,5d25cdc6586c2100012b3e07,exclusion,he might make an exclusion that weekend if you are up,babble,0,he might make an exclusion at the weekend if you are up,98
44,5d530ab1d103e90001c68e6a,exclusion,he might make an exclusion that weekend if you are up,babble,0,make an exclusion this weekend if you are up,98
28,5ebc3b504d0cc505d779b1ef,exclusion,he might make an exclusion that weekend if you are up,babble,0,you might make an exclusion that weekend if you are up,98
30,5f0ebf797b54480920ff90a8,exclusion,he might make an exclusion that weekend if you are up,babble,0,we might make an exclusion at the weekend if youre up,98
14,5b7d4bd487d85f0001ba8b6e,booklet,right and now they work through the booklet,babble,0,brighton now they work through the booklet,99
17,5bed46d14e4e6a00010df5c0,booklet,right and now they work through the booklet,babble,0,... work ... the booklet,99
4,5c327a791a99ff0001559cfc,booklet,right and now they work through the booklet,babble,0,"right now, booklet.",99
20,5c8d4db8c6eef00001bd2510,booklet,right and now they work through the booklet,babble,0,brighter now they work through the booklet,99
6,5ec821a7e4cab611190a4dcc,booklet,right and now they work through the booklet,babble,0,right of now they work through the booklet,99
23,5ecc3824e27c211010ca1cfa,booklet,right and now they work through the booklet,babble,0,right now they were,99
41,5d03d07ff00f5100014d1204,pamphlet,right and now they work through the pamphlet,babble,0,...how they work through the pamphlet,99
38,5d25cdc6586c2100012b3e07,pamphlet,right and now they work through the pamphlet,babble,0,surprising hoe they work through the pamphlet,99
44,5d530ab1d103e90001c68e6a,pamphlet,right and now they work through the pamphlet,babble,0,pamphlet,99
28,5ebc3b504d0cc505d779b1ef,pamphlet,right and now they work through the pamphlet,babble,0,price of now they work through the pamphlet,99
47,5938102fcd539c000157c468,pamphlet,right and now they work through the pamphlet,babble,0,they frightened now they worked through the pamplet,99
30,5f0ebf797b54480920ff90a8,pamphlet,right and now they work through the pamphlet,babble,0,day worked with a pound,99
17,5bed46d14e4e6a00010df5c0,ocean,and he runs away scared and dives into the ocean,babble,0,and he runs away scared and dives into the ocean,100
4,5c327a791a99ff0001559cfc,ocean,and he runs away scared and dives into the ocean,babble,0,and he runs away scared and dives into the ocean.,100
6,5ec821a7e4cab611190a4dcc,ocean,and he runs away scared and dives into the ocean,babble,0,and he runs away scared and dives into the ocean,100
23,5ecc3824e27c211010ca1cfa,ocean,and he runs away scared and dives into the ocean,babble,0,and he ran away scared and dived into the ocean,100
20,5c8d4db8c6eef00001bd2510,ocean,and he runs away scared and dives into the ocean,babble,0,... yards away and ... and dives ...,100
14,5b7d4bd487d85f0001ba8b6e,ocean,and he runs away scared and dives into the ocean,babble,0,(...),100
47,5938102fcd539c000157c468,sea,and he runs away scared and dives into the sea,babble,0,and he runs away scared and dives into the sea,100
41,5d03d07ff00f5100014d1204,sea,and he runs away scared and dives into the sea,babble,0,and he runs away scared and dives into the sea,100
38,5d25cdc6586c2100012b3e07,sea,and he runs away scared and dives into the sea,babble,0,and he runs aways scared and dives into the sea,100
44,5d530ab1d103e90001c68e6a,sea,and he runs away scared and dives into the sea,babble,0,scared and dived into the sea,100
28,5ebc3b504d0cc505d779b1ef,sea,and he runs away scared and dives into the sea,babble,0,and he runs away scared and dives into the sea,100
30,5f0ebf797b54480920ff90a8,sea,and he runs away scared and dives into the sea,babble,0,then he runs away scared and into the sea,100
14,5b7d4bd487d85f0001ba8b6e,dialect,everyone has an accent everyone has a dialect,babble,0,everyone has an accent everyone has a dialect,101
17,5bed46d14e4e6a00010df5c0,dialect,everyone has an accent everyone has a dialect,babble,0,everyone has an accent everyone has a dialect,101
4,5c327a791a99ff0001559cfc,dialect,everyone has an accent everyone has a dialect,babble,0,"everyone has an accent, everyone has a dialect.",101
20,5c8d4db8c6eef00001bd2510,dialect,everyone has an accent everyone has a dialect,babble,0,"everyone has an accent, everyone has a dialect",101
6,5ec821a7e4cab611190a4dcc,dialect,everyone has an accent everyone has a dialect,babble,0,everyone has an accent everyone has a dialect,101
23,5ecc3824e27c211010ca1cfa,dialect,everyone has an accent everyone has a dialect,babble,0,"everyone has an accent, everyone has a dialect",101
28,5ebc3b504d0cc505d779b1ef,idiom,everyone has an accent everyone has a idiom,babble,0,"everyone has an accent, everyone has an idiom",101
41,5d03d07ff00f5100014d1204,idiom,everyone has an accent everyone has a idiom,babble,0,"everyone has an accent, everyone has iridium",101
30,5f0ebf797b54480920ff90a8,idiom,everyone has an accent everyone has a idiom,babble,0,everyone had an accent everyone had a rhidium,101
38,5d25cdc6586c2100012b3e07,idiom,everyone has an accent everyone has a idiom,babble,0,everyone has an accent everyone has a ridden,101
44,5d530ab1d103e90001c68e6a,idiom,everyone has an accent everyone has a idiom,babble,0,everyone has an accident everyone has a,101
47,5938102fcd539c000157c468,idiom,everyone has an accent everyone has a idiom,babble,0,everyone has an acent everyone has a,101
14,5b7d4bd487d85f0001ba8b6e,booklet,right and now they work through the booklet,babble,0,brighton now they work through the booklet,102
17,5bed46d14e4e6a00010df5c0,booklet,right and now they work through the booklet,babble,0,... work ... the booklet,102
4,5c327a791a99ff0001559cfc,booklet,right and now they work through the booklet,babble,0,"right now, booklet.",102
20,5c8d4db8c6eef00001bd2510,booklet,right and now they work through the booklet,babble,0,brighter now they work through the booklet,102
6,5ec821a7e4cab611190a4dcc,booklet,right and now they work through the booklet,babble,0,right of now they work through the booklet,102
23,5ecc3824e27c211010ca1cfa,booklet,right and now they work through the booklet,babble,0,right now they were,102
47,5938102fcd539c000157c468,leaflet,right and now they work through the leaflet,babble,0,a frightened now they were through the leaflet,102
41,5d03d07ff00f5100014d1204,leaflet,right and now they work through the leaflet,babble,0,right and now they work through the leaflet,102
38,5d25cdc6586c2100012b3e07,leaflet,right and now they work through the leaflet,babble,0,brighter now then they were through the leaflet,102
44,5d530ab1d103e90001c68e6a,leaflet,right and now they work through the leaflet,babble,0,leaflet,102
28,5ebc3b504d0cc505d779b1ef,leaflet,right and now they work through the leaflet,babble,0,voting nowadays through the leaflet,102
30,5f0ebf797b54480920ff90a8,leaflet,right and now they work through the leaflet,babble,0,prior to that they were ??,102
41,5d03d07ff00f5100014d1204,grateful,and she was really grateful and she's,babble,0,and she was really grateful and she's,103
38,5d25cdc6586c2100012b3e07,grateful,and she was really grateful and she's,babble,0,and she was really grateful and cheese,103
44,5d530ab1d103e90001c68e6a,grateful,and she was really grateful and she's,babble,0,and she was really grateful,103
28,5ebc3b504d0cc505d779b1ef,grateful,and she was really grateful and she's,babble,0,and she was really grateful and she was,103
30,5f0ebf797b54480920ff90a8,grateful,and she was really grateful and she's,babble,0,she was really grateful...,103
47,5938102fcd539c000157c468,grateful,and she was really grateful and she's,babble,0,and she was really greatful and she,103
14,5b7d4bd487d85f0001ba8b6e,thankful,and she was really thankful and she's,babble,0,and she was really thankful and (...),103
17,5bed46d14e4e6a00010df5c0,thankful,and she was really thankful and she's,babble,0,and she was really thankful and ...,103
4,5c327a791a99ff0001559cfc,thankful,and she was really thankful and she's,babble,0,and she was really thankful and,103
20,5c8d4db8c6eef00001bd2510,thankful,and she was really thankful and she's,babble,0,and she was really thankful and ...,103
6,5ec821a7e4cab611190a4dcc,thankful,and she was really thankful and she's,babble,0,and she was really thankful and cheese,103
23,5ecc3824e27c211010ca1cfa,thankful,and she was really thankful and she's,babble,0,and she was really thankful and she,103
47,5938102fcd539c000157c468,abstract,is that you have a abstract which is the shortest,babble,0,it is that abstract but yeah you have,104
